# 1.5-round screening candidates: baseline, (20,12,8,7), 630 SIMD-friendly (r0,r2 in {8,16,24}), 2400 random, seed 1
16,12,8,7
20,12,8,7
8,5,8,19
8,28,8,26
8,25,8,3
8,9,8,4
8,16,8,25
8,15,8,16
8,21,8,13
8,26,8,7
8,4,8,16
8,1,8,29
8,27,8,13
8,14,8,20
8,25,8,25
8,1,8,23
8,15,8,9
8,24,8,26
8,8,8,19
8,31,8,4
8,29,8,11
8,1,8,1
8,1,8,21
8,18,8,1
8,31,8,29
8,13,8,22
8,7,8,14
8,24,8,1
8,17,8,8
8,25,8,15
8,31,8,16
8,18,8,8
8,12,8,8
8,22,8,8
8,31,8,10
8,30,8,1
8,14,8,27
8,30,8,18
8,30,8,21
8,4,8,6
8,21,8,24
8,28,8,10
8,4,8,24
8,11,8,29
8,24,8,23
8,17,8,30
8,31,8,14
8,17,8,27
8,30,8,22
8,7,8,10
8,10,8,19
8,29,8,16
8,28,8,31
8,17,8,13
8,19,8,28
8,2,8,16
8,8,8,24
8,26,8,13
8,14,8,22
8,6,8,12
8,18,8,29
8,23,8,25
8,22,8,24
8,12,8,3
8,15,8,22
8,17,8,4
8,25,8,6
8,13,8,12
8,16,8,24
8,1,8,16
8,2,16,10
8,23,16,28
8,20,16,19
8,19,16,13
8,21,16,6
8,6,16,17
8,8,16,1
8,25,16,7
8,18,16,30
8,28,16,18
8,8,16,13
8,17,16,12
8,31,16,28
8,19,16,12
8,15,16,30
8,9,16,22
8,18,16,20
8,31,16,24
8,1,16,13
8,26,16,28
8,27,16,31
8,29,16,31
8,24,16,17
8,26,16,5
8,17,16,25
8,18,16,7
8,14,16,31
8,2,16,16
8,28,16,12
8,19,16,18
8,7,16,31
8,17,16,14
8,16,16,27
8,12,16,14
8,12,16,1
8,18,16,18
8,20,16,26
8,20,16,11
8,15,16,20
8,1,16,26
8,8,16,21
8,6,16,18
8,19,16,6
8,28,16,3
8,26,16,18
8,27,16,30
8,9,16,2
8,22,16,3
8,3,16,28
8,1,16,15
8,1,16,25
8,25,16,9
8,8,16,9
8,4,16,26
8,20,16,6
8,12,16,10
8,3,16,6
8,6,16,9
8,17,16,31
8,6,16,22
8,9,16,21
8,23,16,10
8,15,16,23
8,11,16,16
8,16,16,4
8,1,16,10
8,13,16,11
8,14,16,26
8,7,24,9
8,4,24,9
8,29,24,24
8,17,24,7
8,31,24,20
8,14,24,27
8,1,24,8
8,1,24,13
8,5,24,2
8,24,24,31
8,6,24,15
8,23,24,17
8,22,24,14
8,18,24,27
8,8,24,21
8,26,24,23
8,17,24,15
8,8,24,17
8,21,24,1
8,13,24,22
8,19,24,26
8,11,24,22
8,21,24,14
8,2,24,24
8,10,24,5
8,31,24,7
8,29,24,2
8,10,24,3
8,28,24,3
8,10,24,30
8,31,24,10
8,24,24,6
8,14,24,19
8,9,24,5
8,1,24,18
8,29,24,28
8,2,24,19
8,27,24,7
8,31,24,29
8,19,24,15
8,6,24,27
8,28,24,28
8,25,24,23
8,20,24,17
8,2,24,13
8,7,24,12
8,4,24,7
8,19,24,22
8,29,24,14
8,19,24,7
8,16,24,4
8,31,24,22
8,13,24,10
8,17,24,16
8,1,24,11
8,20,24,28
8,13,24,29
8,10,24,1
8,6,24,7
8,28,24,11
8,26,24,19
8,26,24,5
8,11,24,14
8,22,24,4
8,27,24,13
8,30,24,18
8,12,24,30
8,29,24,27
8,22,24,18
16,16,8,25
16,18,8,8
16,3,8,24
16,2,8,3
16,5,8,6
16,6,8,30
16,18,8,7
16,9,8,25
16,11,8,20
16,17,8,27
16,9,8,12
16,11,8,11
16,4,8,10
16,8,8,28
16,31,8,20
16,25,8,31
16,23,8,29
16,16,8,5
16,19,8,18
16,25,8,4
16,11,8,2
16,14,8,3
16,13,8,28
16,26,8,5
16,27,8,5
16,11,8,4
16,20,8,19
16,26,8,30
16,13,8,3
16,8,8,19
16,3,8,31
16,29,8,10
16,30,8,4
16,15,8,29
16,9,8,4
16,26,8,2
16,27,8,10
16,1,8,20
16,22,8,1
16,3,8,14
16,4,8,27
16,29,8,26
16,2,8,7
16,8,8,26
16,19,8,14
16,6,8,4
16,15,8,6
16,22,8,8
16,6,8,24
16,28,8,4
16,14,8,30
16,31,8,13
16,26,8,18
16,30,8,27
16,10,8,18
16,9,8,23
16,16,8,11
16,4,8,7
16,21,8,11
16,2,8,1
16,1,8,26
16,30,8,10
16,24,8,20
16,11,8,15
16,13,8,11
16,3,8,30
16,11,16,20
16,15,16,4
16,9,16,7
16,26,16,20
16,25,16,29
16,18,16,28
16,23,16,16
16,22,16,12
16,9,16,6
16,18,16,7
16,10,16,7
16,8,16,12
16,3,16,27
16,9,16,3
16,25,16,15
16,3,16,21
16,19,16,21
16,11,16,31
16,8,16,13
16,31,16,10
16,2,16,11
16,6,16,11
16,26,16,28
16,19,16,29
16,30,16,10
16,8,16,11
16,4,16,18
16,20,16,19
16,3,16,8
16,8,16,1
16,26,16,8
16,13,16,3
16,9,16,18
16,28,16,3
16,24,16,3
16,1,16,21
16,1,16,10
16,25,16,26
16,12,16,16
16,16,16,28
16,28,16,5
16,4,16,17
16,11,16,3
16,17,16,31
16,22,16,6
16,6,16,25
16,5,16,5
16,27,16,28
16,11,16,10
16,4,16,23
16,17,16,27
16,30,16,20
16,10,16,5
16,29,16,7
16,5,16,18
16,30,16,24
16,2,16,25
16,11,16,27
16,29,16,20
16,26,16,22
16,30,16,18
16,27,16,31
16,24,16,23
16,7,16,6
16,10,16,14
16,18,16,6
16,2,16,23
16,28,16,22
16,8,24,9
16,25,24,3
16,22,24,31
16,15,24,26
16,14,24,18
16,9,24,18
16,15,24,28
16,18,24,15
16,1,24,13
16,27,24,11
16,6,24,9
16,16,24,1
16,26,24,21
16,30,24,14
16,19,24,1
16,2,24,23
16,12,24,19
16,5,24,19
16,5,24,5
16,9,24,27
16,9,24,13
16,19,24,13
16,6,24,20
16,3,24,8
16,6,24,17
16,11,24,17
16,29,24,21
16,30,24,15
16,30,24,22
16,21,24,24
16,8,24,8
16,11,24,16
16,22,24,16
16,31,24,8
16,23,24,14
16,11,24,18
16,20,24,30
16,24,24,30
16,21,24,9
16,21,24,8
16,2,24,30
16,3,24,25
16,17,24,21
16,29,24,12
16,25,24,26
16,29,24,7
16,10,24,10
16,23,24,10
16,28,24,18
16,12,24,6
16,23,24,23
16,24,24,15
16,20,24,3
16,28,24,4
16,29,24,20
16,31,24,17
16,6,24,5
16,9,24,14
16,7,24,31
16,19,24,24
16,2,24,16
16,22,24,13
16,23,24,21
16,12,24,13
16,17,24,28
16,6,24,18
24,24,8,2
24,17,8,3
24,26,8,9
24,21,8,4
24,9,8,24
24,30,8,3
24,31,8,5
24,25,8,20
24,27,8,31
24,22,8,22
24,23,8,3
24,15,8,28
24,30,8,8
24,28,8,13
24,31,8,26
24,29,8,14
24,13,8,6
24,30,8,11
24,15,8,5
24,20,8,30
24,16,8,31
24,7,8,4
24,14,8,20
24,18,8,14
24,30,8,4
24,22,8,10
24,9,8,8
24,13,8,24
24,18,8,1
24,31,8,7
24,17,8,15
24,19,8,1
24,1,8,21
24,20,8,8
24,27,8,9
24,7,8,6
24,10,8,5
24,18,8,7
24,9,8,10
24,19,8,25
24,9,8,27
24,22,8,15
24,26,8,28
24,6,8,18
24,12,8,16
24,14,8,28
24,4,8,25
24,7,8,19
24,29,8,13
24,7,8,10
24,26,8,4
24,29,8,26
24,1,8,4
24,19,8,24
24,1,8,18
24,10,8,31
24,22,8,25
24,24,8,21
24,5,8,3
24,17,8,12
24,19,8,26
24,10,8,14
24,17,8,22
24,12,8,25
24,17,8,11
24,15,8,23
24,15,8,12
24,10,8,18
24,13,16,11
24,26,16,24
24,22,16,19
24,16,16,4
24,21,16,30
24,13,16,13
24,7,16,18
24,1,16,9
24,21,16,20
24,24,16,29
24,24,16,27
24,24,16,17
24,7,16,30
24,15,16,20
24,27,16,17
24,14,16,30
24,24,16,23
24,10,16,23
24,6,16,15
24,20,16,22
24,17,16,7
24,12,16,17
24,1,16,22
24,13,16,19
24,14,16,13
24,11,16,28
24,20,16,19
24,29,16,31
24,24,16,3
24,16,16,24
24,8,16,21
24,31,16,21
24,10,16,21
24,1,16,14
24,24,16,21
24,5,16,21
24,25,16,30
24,13,16,26
24,9,16,28
24,6,16,25
24,3,16,27
24,25,16,20
24,1,16,12
24,30,16,9
24,26,16,23
24,14,16,28
24,22,16,18
24,10,16,5
24,15,16,27
24,9,16,16
24,17,16,2
24,9,16,17
24,4,16,24
24,19,16,14
24,3,16,12
24,3,16,22
24,15,16,1
24,6,16,17
24,23,16,31
24,6,16,23
24,3,16,13
24,21,16,23
24,9,16,20
24,10,16,7
24,8,16,29
24,11,16,9
24,3,16,3
24,23,24,27
24,30,24,17
24,22,24,12
24,15,24,17
24,18,24,24
24,2,24,6
24,10,24,21
24,24,24,23
24,27,24,18
24,9,24,12
24,20,24,24
24,8,24,13
24,18,24,13
24,6,24,16
24,26,24,9
24,28,24,20
24,11,24,23
24,8,24,9
24,31,24,20
24,23,24,8
24,28,24,22
24,1,24,28
24,29,24,28
24,20,24,13
24,11,24,30
24,14,24,30
24,25,24,8
24,7,24,3
24,21,24,24
24,6,24,28
24,19,24,15
24,19,24,30
24,30,24,24
24,5,24,20
24,31,24,9
24,6,24,5
24,25,24,5
24,29,24,23
24,15,24,12
24,10,24,25
24,13,24,8
24,4,24,23
24,7,24,23
24,22,24,10
24,3,24,4
24,11,24,16
24,30,24,4
24,31,24,6
24,2,24,2
24,26,24,20
24,1,24,29
24,25,24,7
24,22,24,2
24,16,24,23
24,17,24,27
24,24,24,31
24,29,24,20
24,15,24,11
24,22,24,27
24,9,24,4
24,20,24,23
24,6,24,4
24,8,24,16
24,15,24,13
24,25,24,6
24,8,24,8
27,10,15,18
19,13,7,15
23,9,11,16
19,4,30,7
3,2,1,26
1,28,16,11
29,13,28,19
10,30,7,13
6,29,27,25
21,5,26,30
1,1,13,5
29,22,18,2
19,13,9,5
3,15,21,27
10,29,1,2
18,2,17,27
5,2,30,9
25,4,14,3
7,1,16,21
5,24,9,22
27,28,7,22
15,13,11,21
9,9,21,21
8,8,2,19
30,26,19,6
12,14,20,23
18,21,17,2
29,12,18,14
18,7,23,29
18,14,30,22
3,23,9,24
20,24,25,3
9,6,4,5
2,30,7,28
14,28,2,2
21,3,30,27
17,16,17,12
4,11,2,5
18,2,15,22
5,29,13,25
23,29,29,15
1,24,17,9
3,9,26,11
3,10,2,28
13,2,24,9
11,24,5,9
26,13,26,4
28,22,10,4
14,27,8,17
18,7,11,30
11,17,26,13
31,29,19,16
4,5,21,27
15,17,18,24
28,27,19,23
17,18,1,29
27,10,24,6
7,12,13,17
11,4,14,12
5,19,3,2
10,27,26,21
18,11,14,10
11,12,9,11
24,24,17,17
1,17,4,5
11,30,24,11
26,11,19,3
15,9,16,15
30,12,30,24
13,27,29,30
3,30,19,26
2,5,2,17
16,19,28,9
26,8,23,19
24,11,12,31
26,21,12,13
10,15,20,11
18,17,6,1
5,9,22,8
19,5,30,4
6,25,14,31
24,20,2,26
4,18,22,9
23,4,7,9
3,21,19,17
21,3,28,3
26,28,7,21
27,6,17,28
14,1,19,12
29,28,16,23
26,10,8,29
7,20,16,28
29,29,8,14
15,22,12,18
30,31,7,26
16,24,3,27
27,9,14,7
1,24,18,25
13,17,29,16
3,13,20,29
17,26,19,19
14,2,12,28
15,1,7,31
10,23,23,21
1,18,4,27
10,17,29,24
11,25,18,21
19,18,10,17
14,18,31,27
30,31,17,14
20,21,19,10
15,10,5,17
15,19,5,18
25,6,9,21
1,14,24,22
19,2,12,14
13,10,30,22
29,25,22,1
29,3,30,3
28,1,13,9
15,9,26,26
12,21,24,28
16,25,11,13
15,26,4,16
12,5,14,5
1,6,27,9
12,28,5,19
26,10,31,14
9,31,17,10
24,14,23,9
14,11,25,30
16,7,23,27
16,31,13,23
14,3,3,5
7,31,5,8
24,1,4,9
5,16,25,31
4,13,21,24
6,27,1,3
14,20,31,2
18,7,18,14
12,2,31,21
30,4,24,18
22,14,27,22
24,4,9,22
9,6,16,26
26,23,28,2
26,7,22,21
3,28,13,4
22,15,10,22
17,16,29,13
4,20,28,16
4,5,13,20
29,23,7,6
17,9,14,24
29,30,18,10
28,16,21,29
26,18,30,7
26,25,20,11
28,16,4,1
25,24,22,12
30,29,31,23
9,2,18,21
15,10,25,29
27,4,8,17
9,9,23,8
14,5,5,9
7,14,18,21
20,29,31,2
18,27,20,17
5,31,14,9
9,16,23,10
9,16,7,16
12,20,16,8
11,6,20,25
6,24,29,19
23,15,18,5
2,17,11,17
23,5,21,25
26,29,7,11
20,16,16,11
4,5,29,5
23,9,8,3
21,18,27,23
2,19,6,22
4,8,19,7
17,19,22,29
10,14,11,1
25,1,27,10
27,20,8,3
24,8,9,22
21,28,11,9
20,24,17,13
1,4,11,12
5,4,9,29
25,5,22,19
2,12,3,3
24,4,10,11
8,9,17,2
12,1,3,5
30,13,12,30
24,21,23,8
4,22,11,9
1,17,29,11
31,31,4,12
30,26,26,21
24,27,5,20
30,28,9,13
3,22,19,20
24,17,16,19
14,18,30,13
10,29,8,21
10,18,5,2
20,17,4,6
8,7,29,14
9,18,1,9
18,9,31,17
9,16,5,13
23,4,24,12
3,21,18,12
18,18,28,26
24,17,22,19
1,20,10,15
22,5,5,3
30,19,5,22
29,27,7,16
27,26,28,25
11,12,29,10
6,5,28,26
13,27,15,13
4,20,5,9
10,22,22,26
21,20,31,1
18,31,1,30
27,21,5,13
24,18,31,29
4,15,1,25
14,20,22,14
9,30,12,14
13,20,15,2
4,16,25,2
21,23,23,1
26,2,27,4
19,5,17,17
25,12,18,9
26,19,30,31
21,12,26,16
27,23,8,30
26,20,8,4
18,31,12,28
6,4,25,2
30,23,11,14
29,24,12,9
22,21,29,25
30,2,20,14
14,13,12,10
25,27,11,15
26,23,8,21
20,17,5,2
11,22,4,29
17,6,18,21
21,16,29,11
25,23,4,19
1,16,29,7
13,21,27,31
6,13,23,8
4,8,11,11
22,8,26,22
15,24,16,12
16,21,25,22
24,30,7,14
15,13,18,4
19,16,30,9
27,5,5,1
13,14,4,26
1,21,3,31
6,15,25,13
22,17,26,27
10,30,5,5
17,27,4,31
9,1,15,13
26,21,23,24
26,30,8,18
23,13,1,18
26,8,14,30
6,22,6,11
22,8,3,25
18,30,18,31
6,6,13,19
1,17,7,14
8,26,2,30
17,24,7,23
17,23,20,21
18,3,8,13
25,15,4,19
21,2,13,3
18,4,21,27
16,2,17,8
25,1,1,31
28,10,15,9
24,14,6,20
5,18,23,27
15,17,26,14
18,6,23,13
23,13,26,7
16,27,9,12
30,5,9,19
9,28,6,25
24,20,3,24
12,11,30,5
9,9,9,12
13,9,19,15
1,5,31,5
31,9,8,7
3,26,19,18
20,7,18,14
23,28,8,19
5,18,15,13
23,7,3,21
30,3,5,26
22,2,1,24
13,13,14,22
5,19,20,5
22,18,18,3
30,8,28,13
5,10,7,22
24,13,12,24
27,6,8,10
23,5,12,16
18,10,3,17
27,10,7,23
15,1,10,26
26,20,19,4
20,12,25,15
9,20,2,2
27,26,11,6
26,5,31,30
21,27,4,4
28,14,21,19
8,24,7,17
17,13,4,30
29,23,7,27
31,13,22,30
17,5,27,23
19,9,24,1
23,4,26,7
25,19,13,22
16,18,20,8
9,2,21,6
22,22,30,18
17,8,28,14
31,9,25,22
14,13,9,16
4,22,27,27
5,6,18,1
15,25,2,16
7,13,27,24
18,27,30,11
30,8,4,3
22,24,2,28
14,27,15,7
31,6,20,17
7,28,17,13
17,12,7,8
12,22,29,19
25,25,3,11
29,2,15,2
27,20,6,29
5,28,30,31
10,16,2,19
17,3,28,27
19,13,3,13
26,17,27,19
21,10,13,9
29,12,16,31
30,2,18,31
30,28,16,1
14,10,19,24
11,26,5,20
19,18,28,9
3,28,20,26
26,25,12,14
13,17,26,1
19,19,4,2
19,17,1,4
29,11,11,30
12,25,18,2
21,12,19,3
16,29,21,3
28,18,15,11
17,30,26,18
1,30,6,30
11,12,7,5
29,19,5,19
4,13,11,28
17,14,27,12
11,28,9,20
12,2,23,3
25,21,8,27
26,9,25,13
18,10,19,26
20,3,3,23
6,29,30,31
9,14,3,5
10,18,24,21
9,8,7,4
9,24,16,2
24,17,10,26
28,26,7,27
18,3,18,11
11,30,10,28
17,5,2,15
27,12,26,24
2,1,11,14
24,6,29,18
2,23,19,23
22,21,28,17
14,6,29,7
8,4,19,5
19,17,4,24
9,15,7,26
2,12,31,15
11,30,31,20
24,12,8,30
30,21,1,1
16,2,6,9
29,18,2,1
8,25,29,3
17,27,6,2
31,17,7,7
15,10,8,16
17,12,11,13
31,21,3,7
20,6,7,22
20,10,31,30
19,14,20,16
12,1,16,1
30,4,22,21
19,22,20,31
28,14,27,23
19,11,11,3
21,14,7,23
17,26,16,31
27,27,20,19
22,18,31,17
28,16,20,22
24,19,29,28
25,15,20,16
6,27,9,22
27,17,10,19
25,26,13,20
18,9,9,10
1,20,25,2
26,15,15,29
12,8,17,15
7,23,16,30
11,23,21,5
13,28,14,2
21,4,12,28
26,30,1,9
25,18,24,2
10,13,1,11
11,10,19,29
26,27,28,2
7,23,3,11
4,22,27,21
3,5,25,23
10,31,14,20
11,8,1,31
21,23,23,6
25,25,25,17
24,19,21,12
10,10,13,14
30,17,15,26
28,28,3,31
7,14,31,8
20,2,20,8
21,8,8,23
13,13,7,20
5,24,10,24
24,29,12,1
23,23,22,10
15,16,6,22
5,1,12,14
18,11,28,26
17,16,11,31
20,4,19,21
10,26,18,22
9,14,1,27
10,25,3,21
16,4,17,8
28,20,24,21
24,30,9,14
12,26,8,2
4,20,17,17
17,6,5,10
30,2,29,3
7,1,22,2
14,24,23,28
1,3,2,1
2,18,11,11
26,1,20,1
18,7,16,7
9,10,19,18
17,9,29,8
6,7,13,29
2,8,18,23
15,2,11,11
14,4,1,19
6,17,21,3
25,6,7,8
6,10,29,26
4,2,26,11
29,24,5,3
27,15,5,8
2,24,10,31
12,2,19,3
15,7,26,8
22,6,4,2
7,2,24,24
4,3,31,26
26,24,8,31
10,23,9,17
14,28,8,24
2,24,9,25
7,11,12,12
15,25,28,30
22,28,20,13
28,22,13,3
14,30,8,27
27,16,29,11
30,6,20,21
4,8,3,25
26,14,29,9
18,10,30,30
11,25,27,12
14,15,12,12
11,13,31,16
17,1,12,5
10,6,10,19
5,28,18,23
24,5,6,15
21,21,5,5
6,3,27,20
9,8,12,21
11,6,9,28
16,10,3,14
5,18,12,29
15,30,4,28
5,22,11,3
22,6,16,18
2,2,24,31
7,21,12,24
31,12,17,30
28,12,28,28
26,17,21,26
22,12,11,21
4,6,31,13
2,9,29,20
23,31,26,7
2,8,27,28
10,11,19,13
8,12,25,2
8,31,10,23
19,1,7,4
5,8,12,17
29,9,5,6
8,3,10,19
17,17,29,29
18,20,29,28
18,26,14,28
28,15,19,17
16,6,17,28
12,7,14,26
3,9,7,8
25,5,5,25
7,1,6,16
12,6,2,26
12,3,20,8
22,23,28,7
3,15,21,21
7,20,11,6
19,23,27,27
22,23,30,1
7,11,29,16
18,2,29,2
28,12,16,18
12,5,16,3
17,11,22,24
30,19,22,10
20,11,29,26
19,3,16,11
14,28,3,9
3,22,21,28
11,1,6,30
11,8,11,9
27,27,9,28
10,31,16,14
31,1,10,6
21,10,2,4
14,14,30,20
7,9,12,25
21,24,19,16
19,10,20,9
22,6,11,5
12,4,13,12
17,24,19,23
28,7,13,15
5,27,16,23
8,2,24,21
8,3,24,3
2,17,17,16
19,16,23,11
30,17,26,6
19,23,16,13
1,13,18,24
18,27,24,15
6,19,19,12
2,27,24,12
27,12,15,8
23,21,22,18
10,28,3,15
25,28,12,7
6,5,15,30
27,2,31,12
19,11,26,6
19,16,16,1
19,8,29,29
20,2,15,21
6,17,7,13
15,4,11,9
5,6,11,5
6,26,30,24
20,17,10,8
18,23,14,15
15,17,18,10
6,17,20,17
31,10,19,27
26,7,10,22
5,22,1,27
11,4,14,13
23,21,17,24
6,20,29,15
15,27,18,15
12,27,7,2
3,24,4,4
18,13,5,15
13,6,16,15
17,28,19,2
19,7,31,19
15,16,13,10
30,12,25,25
6,27,20,9
6,29,25,1
18,2,26,22
3,30,18,8
